"mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f","parameter"
0.822604354808775,0.0651275635230111,0.678400299768932,0.782265901161695,0.82956473179174,0.869940529677442,0.930962853952339,1.00014536945367,11222,0,1,"monthly.surv[1,1]"
0.804616561860655,0.0525849019747389,0.691396119372416,0.770423214885272,0.808187290176169,0.842121477074083,0.897202490649307,1.00018963649141,9199,0,1,"monthly.surv[2,1]"
0.464256484522705,0.0646990735139963,0.341973726583663,0.419578305357329,0.463581967328544,0.507014141208524,0.593843195339004,1.00009739814016,15000,0,1,"monthly.surv[3,1]"
0.500539695971785,0.0756936535263581,0.351580673473903,0.449123127594735,0.500881662680226,0.551694204430862,0.650701529847798,1.00000173596161,15000,0,1,"monthly.surv[4,1]"
0.927844698662396,0.0396677118743005,0.832972478780627,0.905225625298893,0.93461133416763,0.95751538185634,0.984697469872832,1.00032092488392,7564,0,1,"monthly.surv[5,1]"
0.76480549301518,0.0520113632236113,0.657744713841772,0.730682318292763,0.766288248868009,0.800475651710618,0.862725632520887,1.00140464432639,1406,0,1,"monthly.surv[6,1]"
0.844042006028264,0.0585424903192531,0.712328177234137,0.807864729965685,0.849973896264922,0.88683012359266,0.940017972001731,1.00059148342501,3414,0,1,"monthly.surv[1,2]"
0.794765312588145,0.0502670307757428,0.68883135718319,0.76263572505693,0.797754874773297,0.830060914737145,0.884285821786089,0.999955442952362,15000,0,1,"monthly.surv[2,2]"
0.37491122361189,0.0563982243267924,0.268801489535416,0.335784539072608,0.373756974111525,0.413187801875483,0.488318527804834,0.999983870893394,15000,0,1,"monthly.surv[3,2]"
0.626568422632543,0.0710717107280275,0.482864763098086,0.578687813447099,0.627855981918225,0.67663269803207,0.759016481105675,1.00018697943569,10193,0,1,"monthly.surv[4,2]"
0.870346090822323,0.0536735006176336,0.747799658612664,0.838206058771635,0.876324658301352,0.909497960993316,0.955223797411118,1.00042402995821,5730,0,1,"monthly.surv[5,2]"
0.709076193544486,0.0541730358949779,0.60087484848465,0.672250351179869,0.70971839121871,0.74656725226426,0.813218205687716,1.0000902277549,11061,0,1,"monthly.surv[6,2]"
0.0146353665908031,0.00110688257503401,0.0126109831955155,0.0138663069839677,0.014582566848687,0.0153460342314484,0.0169550869341309,1.0006674734899,2707,0,1,"capt.prob.Sherman"
0.0605527204427423,0.00259641640429406,0.0555918006489013,0.0587741616151409,0.0605067261275263,0.0622680716378695,0.0657811236872112,1.00107026979574,2098,0,1,"capt.prob.Tomahawk"
33.6479481550253,1.99474116776481,30.0199701980388,32.2624014233614,33.5669638565769,34.9131199110797,37.8203246310435,1.00058951039857,3026,0,1,"sigma[1,1]"
12.0043963159879,0.427612545308589,11.2243647129129,11.7079878203095,11.9851488372898,12.2802828398559,12.8855732347082,1.00057913445884,4222,0,1,"sigma[2,1]"
86.1971658147166,3.41778898269208,77.188789251271,84.5737133164554,87.1688653407162,88.7954931797026,89.8960007848552,1.00006721508855,15000,0,1,"sigma[3,1]"
39.2676057212141,16.4040745207295,22.1191140475483,27.5000993169105,33.2696116672897,45.857476841265,83.6107110195482,1.00140864761585,2258,0,1,"sigma[4,1]"
88.9196253382736,1.03614484205282,86.0968838273192,88.4886072191782,89.2297659174604,89.6771622181305,89.9690967203399,1.00108771371559,3370,0,1,"sigma[5,1]"
86.2461749493915,2.9991950264183,78.8425350022067,84.5519474988012,86.920815496742,88.6232808589331,89.874560385469,1.00015636138594,15000,0,1,"sigma[6,1]"
5.01555963489333,0.0151721243552825,5.00042686775947,5.00460982779442,5.01110138118857,5.02175627822737,5.05548715677569,0.999977498013585,15000,0,1,"sigma[7,1]"
31.7679582974472,1.92488413899188,28.2667705265116,30.4527713779808,31.6851573565434,32.9916924621574,35.8299662840727,0.999978765492084,15000,0,1,"sigma[1,2]"
12.3828518174342,0.425153507843425,11.6076668228613,12.0856421318534,12.3620257611571,12.6579337236377,13.2620980277604,1.00067195124684,15000,0,1,"sigma[2,2]"
35.2700761016706,12.5511397936115,24.1697440001183,27.8244748312757,31.002712269261,36.9014524001472,76.8323882515193,1.01178354867417,280,0,1,"sigma[3,2]"
79.0945499836147,8.54451424577654,58.2619012711153,74.08865430497,81.0186688812063,85.9717346845283,89.6453753519926,1.0001389193303,15000,0,1,"sigma[4,2]"
87.306677297215,2.50670583733656,80.8616915865665,86.1980140507268,88.0190208239178,89.1790988015949,89.925202391061,1.00079554213929,5192,0,1,"sigma[5,2]"
81.4786639332986,5.1163368963163,70.6237180156068,77.9582958763166,81.9243666590523,85.4993847361767,89.4795328815947,1.00013877667696,15000,0,1,"sigma[6,2]"
5.01113822015783,0.0111594979446118,5.00027583487334,5.00324897276924,5.00768990814103,5.0153276253612,5.04147333098557,1.00035358016283,10430,0,1,"sigma[7,2]"
99.5439621683167,56.175144342394,5.62955226865952,52.5769548669283,99.4316389620439,146.988370395856,193.968756327013,1.00769089135712,266,0,1,"sigma.ar[1]"
91.442187687745,57.2837116097891,2.80807086459204,41.5691598000907,89.3306367839378,139.028849780243,193.417071327696,1.01386287407859,156,0,1,"sigma.ar[2]"
83.8151774989884,55.3964841161425,4.03957422932394,35.9801508410247,75.9963244006162,127.110206147041,191.318753697835,1.01586774253948,131,0,1,"sigma.ar[3]"
65.8850846089169,51.4930679789885,2.2451643554276,23.482415121436,53.0152709094028,98.8615472025647,184.357960822143,1.00147998083374,1930,0,1,"sigma.ar[4]"
